reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA22CTL,Larkhall,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Example Fleet Partners,2022,Active,2022-10-09,0,0,650,63000,KM,2026-10-08,6,2027-01-07,52,0,2026-10-22,12,250,104,12000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,0,0,0,0,1,1,0,315/70R22.5,315/70R22.5,2022-10-09,2027-01-28,,
SA20DDO,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2020,Active,2020-03-06,36,243,0,196250,KM,2026-10-22,6,2026-10-01,52,0,2026-11-05,12,400,104,12000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2020-03-06,2028-06-01,,
SA23GVO,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,Active,2023-10-10,0,0,0,172000,KM,2026-10-01,6,2027-03-25,52,0,2026-11-26,12,150,104,12000,Diesel,Auto,Green / Sample Branding,1,1,FleetExample,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2023-10-10,2027-05-27,,
SA20DKW,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2020,Active,2020-07-11,48,314,0,111000,KM,2026-10-01,6,2027-09-09,52,0,2026-11-05,12,150,104,12000,Diesel,Auto,Silver,1,1,FleetExample,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2020-07-11,2028-04-20,,
SA24JZH,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2024,Active,2024-12-26,0,0,0,218000,KM,2026-10-29,6,2027-07-01,52,0,2026-10-29,12,0,104,12000,Diesel,Auto,White,1,1,SampleConnect,0,0,1,0,1,1,0,315/70R22.5,315/70R22.5,2024-12-26,2028-06-15,,
SA19GAU,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2019,Active,2019-01-11,24,412,0,176500,KM,2026-10-15,6,2026-12-24,52,0,2026-10-22,12,400,104,12000,Diesel,Auto,Blue,0,1,DemoTrack,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2019-01-11,2028-08-31,,
SA19BRO,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2019,Active,2019-06-24,0,0,0,185250,KM,2026-10-08,6,2027-01-21,52,0,2026-10-22,12,150,104,12000,Diesel,Auto,White / Sample Branding,1,1,DemoTrack,1,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2019-06-24,2027-11-18,,
SA22BRW,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2022,Active,2022-06-17,60,427,0,14250,KM,2026-10-22,6,2027-02-04,52,0,2026-10-22,12,400,104,12000,Diesel,Auto,White,1,0,,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2022-06-17,2027-10-21,,
SA19UGK,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2019,Active,2019-10-21,24,371,0,213000,KM,2026-10-29,6,2027-07-29,52,0,2026-11-26,12,400,104,12000,Diesel,Auto,White / Sample Branding,1,0,,0,0,1,0,0,1,0,315/70R22.5,315/70R22.5,2019-10-21,2028-08-17,,
SA22AHS,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2022,Active,2022-12-15,48,205,0,6500,KM,2026-10-01,6,2027-04-01,52,0,2026-12-10,12,150,104,12000,Diesel,Auto,Blue,1,0,,0,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2022-12-15,2028-04-20,,
SA20GRT,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2020,Active,2020-11-04,0,0,0,147250,KM,2026-10-22,6,2027-04-01,52,0,2026-10-22,12,400,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,0,0,0,1,0,1,0,315/70R22.5,315/70R22.5,2020-11-04,2024-12-26,,
SA22ZEH,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2022,VOR,2022-03-28,24,485,0,117750,KM,2026-10-01,6,2025-12-18,52,0,2026-11-05,12,0,104,12000,Diesel,Auto,Blue,1,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2022-03-28,2028-08-10,,
SA20KDZ,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2020,Active,2020-04-06,48,337,0,167750,KM,2026-10-08,6,2026-12-10,52,0,2026-11-05,12,400,104,12000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2020-04-06,2027-08-19,,
SA19CJE,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2019,VOR,2019-08-19,0,0,145,137000,KM,2026-10-29,6,2027-08-05,52,0,2026-11-05,12,250,104,12000,Diesel,Auto,Blue,0,1,DemoTrack,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-08-19,2026-12-10,,
SA22URO,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2022,Active,2022-11-06,0,0,145,212500,KM,2026-10-22,6,2027-07-15,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,White,0,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2022-11-06,2027-11-18,,
SA25LBS,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2025,Active,2025-02-22,0,0,650,73500,KM,2026-11-05,6,2027-01-14,52,0,2026-11-26,12,650,104,12000,Diesel,Auto,Green / Sample Branding,1,1,FleetExample,1,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2025-02-22,2026-12-24,,
SA21PCB,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2021,Active,2021-06-18,0,0,0,43250,KM,2026-10-15,6,2027-01-07,52,0,2026-11-12,12,250,104,12000,Diesel,Auto,Silver,0,1,SampleConnect,1,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2021-06-18,2027-09-09,,
SA19RCX,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2019,VOR,2019-05-16,0,0,145,234250,KM,2026-10-01,6,2027-05-06,52,0,2026-09-17,12,400,104,12000,Diesel,Auto,White,1,1,FleetExample,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-05-16,2028-08-03,,
SA22WGE,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2022,Active,2022-10-12,0,0,145,145000,KM,2026-09-03,6,2027-03-18,52,0,2026-12-03,12,250,104,12000,Diesel,Auto,White,1,1,DemoTrack,1,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2022-10-12,2028-01-27,,
SA22RMF,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2022,Active,2022-10-10,48,342,0,221250,KM,2026-10-01,6,2026-11-12,52,0,2026-12-03,12,400,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2022-10-10,2027-11-11,,
SA19MRL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2019,Active,2019-10-19,0,0,0,9250,KM,2026-10-08,6,2027-09-16,52,0,2026-10-08,12,400,104,12000,Diesel,Auto,Silver,0,1,FleetExample,0,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2019-10-19,2027-08-05,,
SA25REX,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2025,Active,2025-05-16,24,550,0,89000,KM,2026-10-15,6,2027-01-28,52,0,2026-10-22,12,0,104,12000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,1,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2025-05-16,2028-01-27,,
SA19LBG,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2019,Active,2019-02-21,0,0,145,238000,KM,2026-10-22,6,2027-06-24,52,0,2026-12-03,12,400,104,12000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2019-02-21,2027-07-15,,
SA20YGL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2020,Active,2020-06-27,0,0,0,88250,KM,2026-10-22,6,2026-11-19,52,0,2026-10-22,12,400,104,12000,Diesel,Auto,White / Sample Branding,1,1,SampleConnect,0,0,1,0,0,0,0,315/70R22.5,315/70R22.5,2020-06-27,2028-05-04,,
SA24TFF,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2024,Active,2024-10-10,24,443,0,184750,KM,2026-10-01,6,2027-08-05,52,0,2026-11-12,12,250,104,12000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2024-10-10,2028-03-16,,
SA24RRJ,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2024,Active,2024-06-13,36,251,0,40250,KM,2026-10-01,6,2027-01-14,52,0,2026-11-19,12,0,104,12000,Diesel,Auto,Blue,0,0,,1,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2024-06-13,2028-06-01,,
SA20HZP,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2020,Active,2020-01-22,24,493,0,33000,KM,2026-10-22,6,2027-09-23,52,0,2026-12-03,12,150,104,12000,Diesel,Auto,Silver,0,0,,1,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2020-01-22,2027-09-30,,
SA19THM,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2019,Active,2019-06-09,0,0,650,208750,KM,2026-10-29,6,2027-03-18,52,0,2026-11-26,12,250,104,12000,Diesel,Auto,Blue,1,0,,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2019-06-09,2027-01-21,,
SA25XRN,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2025,Active,2025-11-27,36,390,0,217000,KM,2026-10-15,6,2026-10-01,52,0,2026-10-15,12,650,104,12000,Diesel,Auto,White / Sample Branding,1,0,,1,0,0,0,1,0,0,315/70R22.5,315/70R22.5,2025-11-27,2028-09-07,,
SA21CRP,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2021,Active,2021-12-23,0,0,145,167750,KM,2026-10-15,6,2027-02-04,52,0,2026-11-19,12,400,104,12000,Diesel,Auto,Silver,0,1,SampleConnect,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2021-12-23,2026-12-10,,
SA22OTW,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2022,Active,2022-11-19,60,396,0,128750,KM,2026-10-29,6,2027-07-08,52,0,2026-10-08,12,0,104,12000,Diesel,Auto,Blue,1,1,DemoTrack,0,0,1,0,1,1,0,315/70R22.5,315/70R22.5,2022-11-19,2025-02-27,,
SA25FGF,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2025,Active,2025-07-18,0,0,650,159000,KM,2026-10-01,6,2025-10-09,52,0,2026-11-12,12,400,104,12000,Diesel,Auto,White,0,0,,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2025-07-18,2028-06-01,,
SA23MBS,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,Active,2023-05-01,0,0,0,88000,KM,2026-10-29,6,2027-04-29,52,0,2026-11-26,12,400,104,12000,Diesel,Auto,Silver,0,0,,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2023-05-01,2027-10-21,,
SA24JLA,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2024,Active,2024-04-14,0,0,0,156000,KM,2026-10-01,6,2027-08-05,52,0,2026-11-12,12,650,104,12000,Diesel,Auto,White / Sample Branding,1,1,DemoTrack,0,0,0,0,0,0,0,315/70R22.5,315/70R22.5,2024-04-14,2027-09-30,,
SA22BWC,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2022,Active,2022-02-28,0,0,145,197000,KM,2026-10-01,6,2027-06-10,52,0,2026-11-26,12,150,104,12000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2022-02-28,2028-01-27,,
SA19SLA,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2019,Active,2019-08-16,0,0,145,24000,KM,2026-10-29,6,2027-02-18,52,0,2026-10-29,12,650,104,12000,Diesel,Auto,Blue,0,0,,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2019-08-16,2027-10-28,,
SA23PBE,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2023,Active,2023-10-28,0,0,650,93000,KM,2026-10-01,6,2026-10-01,52,0,2026-11-12,12,0,104,12000,Diesel,Auto,Silver,1,0,,0,0,0,0,0,0,0,315/70R22.5,315/70R22.5,2023-10-28,2026-11-19,,
SA21LSK,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2021,Active,2021-07-25,48,195,0,163750,KM,2026-11-05,6,2027-02-04,52,0,2026-08-20,12,400,104,12000,Diesel,Auto,White,1,1,DemoTrack,1,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2021-07-25,2028-03-16,,
SA20ZEV,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2020,Active,2020-05-13,0,0,145,200500,KM,2026-09-17,6,2027-07-22,52,0,2026-12-03,12,150,104,12000,Diesel,Auto,Blue,0,0,,0,0,0,0,0,1,0,315/70R22.5,315/70R22.5,2020-05-13,2028-06-22,,
SA21MZL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2021,Active,2021-07-07,0,0,0,175250,KM,2026-11-05,6,2026-10-01,52,0,2026-12-17,12,400,104,12000,Diesel,Auto,Silver,1,0,,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2021-07-07,2027-10-28,,
SA21CZT,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2021,Active,2021-03-25,0,0,145,74500,KM,2026-11-05,6,2027-03-11,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,White / Sample Branding,1,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2021-03-25,2027-04-22,,
SA20ZDU,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2020,Active,2020-08-20,36,194,0,230000,KM,2026-10-15,6,2027-04-22,52,0,2026-11-05,12,250,104,12000,Diesel,Auto,Green / Sample Branding,1,1,SampleConnect,0,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2020-08-20,2027-02-04,,
SA20ZYN,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2020,Active,2020-07-12,24,246,0,110250,KM,2026-10-15,6,2027-02-18,52,0,2026-12-10,12,650,104,12000,Diesel,Auto,Green / Sample Branding,0,1,FleetExample,1,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2020-07-12,2028-09-14,,
SA23FSB,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,Active,2023-02-03,0,0,0,187500,KM,2026-10-08,6,2026-10-01,52,0,2026-11-26,12,400,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,0,0,0,0,1,1,0,315/70R22.5,315/70R22.5,2023-02-03,2026-12-10,,
SA20VOC,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2020,Active,2020-07-26,0,0,0,161000,KM,2026-10-15,6,2026-11-05,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,Blue,0,1,SampleConnect,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2020-07-26,2028-04-13,,
SA19GYG,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2019,Active,2019-06-12,36,272,0,102000,KM,2026-10-29,6,2026-12-10,52,0,2026-10-22,12,150,104,12000,Diesel,Auto,White / Sample Branding,0,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-06-12,2028-03-09,,
SA24ZMV,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2024,Active,2024-05-13,60,356,0,98000,KM,2026-10-29,6,2026-12-24,52,0,2026-11-19,12,650,104,12000,Diesel,Auto,Blue,1,0,,0,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2024-05-13,2028-07-27,,
SA23NZC,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,Active,2023-01-02,0,0,0,120500,KM,2026-10-29,6,2027-03-04,52,0,2026-12-17,12,250,104,12000,Diesel,Auto,Blue,1,0,,1,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2023-01-02,2028-07-06,,
SA22AWD,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2022,Active,2022-08-04,48,539,0,99750,KM,2026-10-29,6,2027-06-24,52,0,2026-10-29,12,650,104,12000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2022-08-04,2028-03-16,,
SA25EEL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2025,Active,2025-05-10,0,0,0,209750,KM,2026-10-29,6,2027-09-16,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,White / Sample Branding,1,1,DemoTrack,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2025-05-10,2027-08-05,,
SA20RUY,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2020,Active,2020-02-17,0,0,0,15750,KM,2026-10-01,6,2027-01-21,52,0,2026-11-26,12,0,104,12000,Diesel,Auto,Blue,0,0,,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2020-02-17,2025-01-30,,
SA22DGU,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Illustration Rentals,2022,Active,2022-03-17,36,548,0,14000,KM,2026-11-05,6,2025-11-27,52,0,2026-12-10,12,150,104,12000,Diesel,Auto,Silver,1,0,,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2022-03-17,2028-04-20,,
SA24XOZ,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2024,Active,2024-06-02,0,0,0,164000,KM,2026-10-01,6,2026-10-29,52,0,2026-12-17,12,250,104,12000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2024-06-02,2026-11-12,,
SA24EKX,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2024,Active,2024-09-16,36,535,0,95500,KM,2026-10-15,6,2027-08-05,52,0,2026-11-12,12,150,104,12000,Diesel,Auto,Blue,1,0,,0,0,1,0,1,1,0,315/70R22.5,315/70R22.5,2024-09-16,2028-07-06,,
SA20KLK,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2020,VOR,2020-12-06,0,0,0,184000,KM,2026-10-15,6,2027-05-06,52,0,2026-10-22,12,250,104,12000,Diesel,Auto,Green / Sample Branding,0,0,,0,0,1,0,1,0,0,315/70R22.5,315/70R22.5,2020-12-06,2027-06-10,,
SA19ZBL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2019,Active,2019-11-16,0,0,650,121000,KM,2026-10-01,6,2027-08-12,52,0,2026-10-29,12,150,104,12000,Diesel,Auto,White,0,0,,0,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2019-11-16,2027-08-19,,
SA24YKF,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Sample Leasing Ltd,2024,Active,2024-11-19,60,512,0,23000,KM,2026-10-01,6,2026-11-19,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,1,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2024-11-19,2027-10-07,,
SA23BPS,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2023,Active,2023-02-17,24,488,0,29250,KM,2026-11-05,6,2027-06-03,52,0,2026-08-20,12,650,104,12000,Diesel,Auto,Blue,0,1,SampleConnect,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2023-02-17,2027-01-21,,
SA25UPD,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2025,Active,2025-12-25,0,0,0,21000,KM,2026-09-24,6,2026-10-29,52,0,2026-12-17,12,650,104,12000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2025-12-25,2028-09-07,,
SA25CMP,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2025,Active,2025-11-11,0,0,0,12750,KM,2026-10-22,6,2026-11-12,52,0,2026-11-05,12,650,104,12000,Diesel,Auto,White / Sample Branding,0,0,,0,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2025-11-11,2027-11-25,,
SA22NUX,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2022,Active,2022-07-16,0,0,145,8250,KM,2026-10-22,6,2027-06-10,52,0,2026-11-26,12,250,104,12000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,0,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2022-07-16,2028-06-08,,
SA22PVG,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2022,Active,2022-04-21,0,0,650,25250,KM,2026-10-29,6,2027-05-06,52,0,2026-10-01,12,650,104,12000,Diesel,Auto,Silver,1,1,DemoTrack,0,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2022-04-21,2027-08-26,,
SA25ASS,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Sample Leasing Ltd,2025,VOR,2025-10-11,0,0,650,219750,KM,2026-10-08,6,2026-12-31,52,0,2026-12-17,12,250,104,12000,Diesel,Auto,White / Sample Branding,1,0,,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2025-10-11,2027-09-23,,
SA23RZC,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,VOR,2023-11-19,0,0,0,155000,KM,2026-10-08,6,2027-03-18,52,0,2026-12-17,12,150,104,12000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,1,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2023-11-19,2027-11-25,,
SA22THL,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2022,Active,2022-03-17,48,509,0,199500,KM,2026-10-08,6,2026-11-26,52,0,2026-10-29,12,150,104,12000,Diesel,Auto,Green / Sample Branding,0,0,,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2022-03-17,2027-12-23,,
SA19HAT,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2019,Active,2019-06-20,0,0,0,22250,KM,2026-11-05,6,2027-04-08,52,0,2026-10-08,12,400,104,12000,Diesel,Auto,White,0,1,SampleConnect,1,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2019-06-20,2027-07-08,,
SA22CTM,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2022,Active,2022-06-04,0,0,0,170750,KM,2026-10-29,6,2027-05-13,52,0,2026-10-29,12,0,104,12000,Diesel,Auto,White / Sample Branding,1,1,SampleConnect,0,0,0,1,0,1,0,315/70R22.5,315/70R22.5,2022-06-04,2027-11-04,,
SA19POB,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Sample Leasing Ltd,2019,Active,2019-05-20,48,363,0,100500,KM,2026-11-05,6,2027-05-20,52,0,2026-10-08,12,0,104,12000,Diesel,Auto,White,0,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-05-20,2027-02-18,,
SA19VVE,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2019,VOR,2019-12-17,0,0,0,149250,KM,2026-10-29,6,2027-03-18,52,0,2026-10-29,12,250,104,12000,Diesel,Auto,Silver,0,1,DemoTrack,1,0,0,0,0,0,0,315/70R22.5,315/70R22.5,2019-12-17,2027-08-19,,
SA23MVW,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Sample Leasing Ltd,2023,VOR,2023-04-16,24,268,0,135500,KM,2026-11-05,6,2026-11-26,52,0,2026-12-17,12,150,104,12000,Diesel,Auto,Silver,1,1,DemoTrack,0,0,0,1,0,1,0,315/70R22.5,315/70R22.5,2023-04-16,2026-10-01,,
SA21YUH,Crossgreen,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Illustration Rentals,2021,VOR,2021-05-23,0,0,650,200500,KM,2026-10-22,6,2026-10-29,52,0,2026-11-26,12,250,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2021-05-23,2025-12-11,,
